id_tbl_preguntas_conversacion_conecta2,fk_tbl_conversaciones_conecta2,pregunta,respuesta,calificacion,comentario
   - Escoge "Certificaciones"
   - Elige el tipo de certificación que deseas (tributaria, costos de producto al año, certificaciones Nano Crédito)

2. Para certificación de Nanocrédito:
   - Ingresa a la App DaviPlata
   - Desliza y dirígete a "Nanocrédito"
   - Selecciona "¿Cuánto debo?"
   - Escoge el crédito
   - Entra a "Certificaciones"
   - Diligencia el formulario y da clic en "Descargar" para obtener el certificado de inmediato

3. Para certificado de nómina:
   - Ingresa a la App DaviPlata
   - Selecciona el botón "Chat con asesor" en la parte superior derecha
   - Escribe "Solicitar Certificado" en el buscador y sigue los pasos indicados

Recuerda que el certificado solicitado será enviado al correo que tengas registrado en DaviPlata. 😊👍

Si tienes alguna inquietud adicional, estoy aquí para ayudarte.",NULL,NULL
3179,1595,"habilitar certificados cajeros","¿Te gustaría saber cómo habilitar certificados en cajeros automáticos o en cajeros multifuncionales con módulo de vueltas? ¿O necesitas información sobre otro tipo de certificaciones relacionadas con cajeros?",NULL,NULL
3180,1596,"Recomposición de portafolio dafuturo institucional ","¿Quieres conocer en qué consiste la recomposición del portafolio institucional de Dafuturo, los cambios específicos que se han realizado, o cómo afecta esto a los clientes? ¿O prefieres información sobre algún portafolio en particular dentro de Dafuturo?",NULL,NULL
3181,1596,"Quiero saber como puedo hacer esta recomposicion","Para hacer la recomposición de tu portafolio Dafuturo institucional, tienes varias opciones muy fáciles y rápidas:

1. **APP Davivienda:**
   - Ingresa con tu clave virtual.
   - Ve a la opción “Inversiones” y selecciona Dafuturo.
   - Elige “Transacciones” y luego “Recomponer inversión”.
   - Selecciona el portafolio origen y el monto que quieres trasladar al portafolio destino.
   - Acepta las condiciones y continúa.

2. **Sitio web www.Davivienda.com:**
   - Ingresa con tu número de identificación y clave virtual.
   - Ve a “Inversiones” y selecciona Dafuturo.
   - Elige “Administre su Dafuturo” y luego “Recomposición de su inversión”.
   - Selecciona el portafolio origen, ingresa el monto a trasladar y acepta las condiciones.

3. **Oficinas:**
   - Puedes realizar el proceso a través de Cliente 360 con la ayuda de un asesor.

4. **Contingencia:**
   - Si prefieres, puedes solicitar la recomposición a tu ejecutivo asignado o a la mesa de asesoría del banco.

Además, para que te sea más fácil, aquí tienes un video explicativo que muestra cómo hacer el proceso paso a paso:

[Video para recomposición de inversión Dafuturo](https://drive.google.com/a/davivienda.com/file/d/1EZVXLIxsChONo3ZY5yEtUEL5PslDicuP/preview?usp=drive_web&&iconodrive=https://drive-thirdparty.googleusercontent.com/16/type/video/mp4)

Si haces el proceso desde Cliente 360, el procedimiento es:
- Autenticar al cliente
- Seleccionar Fondo Dafuturo
- Transacciones en línea
- Novedades Fondo: Traslado Portafolio
- Seleccionar portafolio origen y destino
- Generar soporte de novedad
- Autenticación con huella
- Confirmar la novedad

También puedes ver este video explicativo para Cliente 360:

[Video proceso Cliente 360](https://drive.google.com/file/d/1KqUeNX18COfIP2PrHq6jYXa7TX5kxE6pqNCw-ao_CDU/preview)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",Mal,NULL
3182,1596,"contactarme con un asesor","¿Quieres que te ayude a encontrar el contacto de un asesor específico para un producto o servicio de Davivienda? ¿O prefieres que te indique cómo solicitar asesoría a través de los canales oficiales del banco?",NULL,NULL
3183,1597,"COMO SOLICITAR QR INTEROPERABLE",NULL,NULL,NULL
3184,1597,"COMO SOLICITAR QR INTEROPERABLE
","Para solicitar el QR Interoperable en Davivienda, sigue estos pasos según tu tipo de cliente:

Para personas naturales y personas naturales con negocio:
1. Ingresa a la App de Davivienda.
2. Selecciona "Solicitar productos" y luego "QR Interoperable".
3. Completa la información solicitada y el QR se generará de inmediato.

Para personas jurídicas:
1. Ingresa a la App Davivienda con usuario y contraseña.
2. Haz clic en el ícono de la esquina superior izquierda y selecciona "Perfil Empresarios".
3. Selecciona "Solicitar productos" y luego "QR Interoperable".
4. Diligencia la información requerida y podrás comenzar a recibir pagos con QR.

Requisitos importantes:
- Tener una cuenta de ahorro o corriente válida (Cuenta Tradicional 01, Cuenta Rural 29, Cuentas Corrientes 2000 y 2001).
- No estar vinculado con otra entidad que ofrezca QR Interoperable (solo un QR activo por cliente).
- Incluir el código de agente vendedor durante la solicitud.

Beneficios:
- Recibes pagos inmediatos desde cualquier entidad habilitada.
- No hay costos adicionales ni cuota de manejo.
- Puedes consultar ventas y descargar reportes desde la App.

Condiciones:
- Si no se realizan transacciones en 30 días, la cuenta vuelve a tarifas originales, pero los beneficios se reactivan al usar el QR nuevamente.

Para más detalles y seguimiento del Tent Card, puedes consultar los enlaces disponibles.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3185,1598,"QUE ES UNA CUENTA AFC",NULL,NULL,NULL
3186,1599,"Consultas IP registradas","¿Podrías especificar a qué portal o sistema te refieres para las consultas de IP registradas? ¿Quieres saber cómo cambiar, adicionar o eliminar una IP en algún portal específico?",NULL,NULL
3187,1600,"ciclos de facturacion","¿Te gustaría conocer cuáles son los ciclos de facturación de las tarjetas de crédito o de algún otro producto en específico? ¿O necesitas saber cómo consultar o cambiar el ciclo de facturación?",NULL,NULL
3188,1601,"ciclos de facturacion tc","¿Quieres saber cuáles son los ciclos de facturación disponibles para las tarjetas de crédito o cómo consultar el ciclo que tienes asignado? ¿O te interesa otra información relacionada con la facturación de tarjetas?",NULL,NULL
3189,1602,"convenio de pension de proteccion","¿Te gustaría saber qué es el convenio de pensión de protección, cómo funciona, cuáles son sus beneficios, o necesitas información sobre cómo acceder a este servicio?",Mal,NULL
3190,1601,"Quieres saber cuáles son los ciclos de facturación disponibles para las tarjetas de crédito","Los ciclos de facturación para las tarjetas de crédito en Davivienda son variados y te permiten organizar tus pagos de manera efectiva. Aquí te detallo los principales ciclos disponibles:

1. Ciclo 20: Primer viernes del mes.
2. Ciclo 34: Segundo viernes del mes.
3. Ciclo 09: Cuarto jueves del mes.
4. Ciclo 10: Tercer viernes del mes.
5. Ciclo 32: Cuarto viernes del mes.
6. Ciclo 4: Penúltimo día calendario del mes.
7. Ciclo 51: Día 4 de cada mes (Tarjeta Retail).
8. Ciclo 52: Día 9 de cada mes (Tarjeta Retail).
9. Ciclo 53: Día 17 de cada mes (Tarjeta Retail).
10. Ciclo 54: Día 25 de cada mes (Tarjeta Retail).

Además, si necesitas cambiar la fecha de pago, debes tener en cuenta algunas condiciones importantes, como que la tarjeta esté al día y que solo se puede hacer un cambio cada seis meses. No todas las tarjetas permiten este cambio, por ejemplo, las de Marca Privada, Línea Libranza, Clubes y Colegios, y Agropecuarias y Cafeteras.

Puedes consultar el calendario completo de facturación para verificar las fechas exactas de corte y organizar mejor tus pagos.

📄 **Información adicional disponible:**

• Calendario de facturación: [https://drive.google.com/file/d/1rbdfeRkYDmnENmjQ8XjtX-haF7-IYnCV/view?usp=sharing](https://drive.google.com/file/d/1rbdfeRkYDmnENmjQ8XjtX-haF7-IYnCV/view?usp=sharing)

• Más detalles sobre cambio de fecha de pago: [https://comunidadesdesoporte.davivienda.com/respuestas/2156](https://comunidadesdesoporte.davivienda.com/respuestas/2156) 👏😉

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3191,1602,"tenemos convenio de cuenta de protección ","En Davivienda, existe un producto llamado Cuenta Control, que funciona como una cuenta corriente o de ahorros con modalidad de garantía mobiliaria. Esta cuenta está diseñada para clientes de Banca Empresas y permite que los recursos queden bajo administración del banco para garantizar el pago de obligaciones, bloqueando retiros y permitiendo abonos según el contrato firmado.

Para establecer un convenio de este tipo, se debe firmar un contrato anexo entre el representante legal del banco y el cliente, aceptando las condiciones operativas. Además, para solicitar este servicio, es necesario diligenciar un formulario específico.

Si quieres saber si tu empresa tiene un convenio activo de cuenta de protección o Cuenta Control con Davivienda, te recomiendo verificar con el área encargada de tu empresa o con el representante del banco que maneja la cuenta. También puedes revisar los documentos y contratos relacionados para confirmar los detalles.

📄 **Información adicional disponible:**

• Presentación y detalles del producto Cuenta Control: [https://docs.google.com/presentation/d/1ciwRrnAc6iK-SwhrCT7DCNq8Bdpl3ku82ohNs1N32BE/edit?slide=id.g1eb919d01f9_0_0#slide=id.g1eb919d01f9_0_0](https://docs.google.com/presentation/d/1ciwRrnAc6iK-SwhrCT7DCNq8Bdpl3ku82ohNs1N32BE/edit?slide=id.g1eb919d01f9_0_0#slide=id.g1eb919d01f9_0_0)

• Formulario para solicitud: [https://docs.google.com/forms/d/e/1FAIpQLSftvH-bZsWEYQa7ELMbWwHI6a-RSqBQdYMPszwvJWZs_ln-Aw/viewform](https://docs.google.com/forms/d/e/1FAIpQLSftvH-bZsWEYQa7ELMbWwHI6a-RSqBQdYMPszwvJWZs_ln-Aw/viewform)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3192,1603,"LA CUENTA AFC TIENE MEDIO TRANSACIONAL","¿Quieres saber si la cuenta AFC permite realizar transacciones como pagos o transferencias? ¿O te interesa conocer qué medios transaccionales están disponibles para la cuenta AFC?",Bien,NULL
3193,1603,"LA CUENTA AFC TIENE CUOTA DE MANEJO ","La información disponible no menciona específicamente si la cuenta AFC tiene cuota de manejo. Sin embargo, se indica que las transacciones realizadas a través de la cuenta AFC están sujetas al cobro del GMF (4x1000), salvo que el cliente solicite la marcación de la cuenta AFC según los requisitos y procedimientos del banco. Si necesitas detalles específicos sobre la cuota de manejo, te recomiendo verificar con un asesor especializado. 😊",NULL,NULL
3194,1604,"garantia tarjeta de credito","¿Quieres saber qué es la garantía para una tarjeta de crédito, cuáles son los tipos de garantía que existen, o necesitas información sobre cómo funciona la garantía en tu tarjeta? ¿O prefieres que te explique los requisitos o beneficios relacionados con la garantía?",NULL,NULL
3195,1605,"base colombia ","¿Podrías especificar a qué te refieres con "base Colombia"? ¿Estás buscando información sobre algún producto, servicio o proceso relacionado con Davivienda en Colombia? ¿O necesitas ayuda con algo específico como cuentas, créditos, inversiones u otro tema?",NULL,NULL
3196,1606,"grantia de tarjetas de credito","¿Te gustaría conocer qué es una garantía para tarjetas de crédito, los tipos de garantías que existen, o necesitas información sobre cómo funcionan en Davivienda? ¿O prefieres saber los requisitos para otorgar una garantía?",Mal,NULL
3197,1605,"BASE COLOMBIA IMURSTO PREDIAL LEASING","¿Quieres saber qué es el impuesto predial en Colombia relacionado con leasing, o necesitas información sobre cómo se maneja ese impuesto en un contrato de leasing? ¿O buscas los requisitos, procesos o beneficios asociados? Por favor, dime un poco más para ayudarte mejor.",NULL,NULL
3198,1607,"documentos para cancelacion de cuenta por fallecimiento","¿Podrías indicarme si la cuenta es de ahorros, corriente o empresarial? ¿Y si la cancelación se realizará con o sin juicio de sucesión? Así te puedo ayudar mejor.",NULL,NULL
3199,1608,"VALOR DE GARANTIA DE LA TARJETA DE CREDITO","¿Quieres saber cuál es el valor de la garantía para una tarjeta de crédito en general, o te interesa información sobre algún tipo específico de tarjeta garantizada? ¿O prefieres conocer los requisitos y condiciones relacionados con la garantía?",NULL,NULL
3200,1605,"NECESITI LA BASE COLOMBIA","¿Podrías aclararme un poco más a qué te refieres con "base Colombia"? ¿Estás hablando de una base de datos, una base gravable para algún impuesto, o algún otro concepto específico relacionado con Davivienda o servicios financieros? Así podré orientarte mejor.",NULL,NULL
3201,1606,"como funcio el plan de garantias de las tarjetas de credito",NULL,NULL,NULL
3202,1608,"POR QUE A UN CLIENTE LE COBRAN EL 10% DE LA TARJETA DE CREDITO DEL FONDO NACIONAL DE GARANTIAS?","El cobro del 10% que ves en la tarjeta de crédito respaldada por el Fondo de Garantías de Antioquia (FGA) corresponde a un costo único que se paga al momento de la solicitud de la tarjeta. Este valor es el 10% del total del cupo asignado y se cobra automáticamente en línea al finalizar el proceso. Este cobro es por la garantía que ofrece el fondo para respaldar la tarjeta, lo que permite que puedas acceder a ella con aprobación rápida y sin necesidad de plástico físico.

Además, esta tarjeta cuenta con beneficios como seguro de vida obligatorio y puede ser usada inmediatamente para compras online o en puntos de venta a través de billeteras digitales. Si quieres conocer más detalles, puedes revisar la presentación informativa disponible.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3203,1609,"COMO GENERAR LOS DESPRENDIBLES DE FOPEP","Los desprendibles de pago de pensión, como los cupones o colillas, son suministrados directamente por el fondo o empresa que realiza el pago de la mesada, en este caso FOPEP. El banco actúa solo como canal para que los pensionados puedan recibirlos, por lo que no genera directamente estos desprendibles.

Para consultar o descargar los cupones de pago, normalmente debes hacerlo a través del fondo correspondiente. Por ejemplo, para Colpensiones, los cupones están disponibles en el sistema desde septiembre de 2020 y se pueden consultar los últimos 6 meses, estando disponibles al día siguiente de realizado el pago.

Aunque no se especifica un proceso exacto para FOPEP, la recomendación es contactar directamente con FOPEP para obtener los desprendibles o verificar si cuentan con un portal o sistema para su descarga.

Si necesitas más detalles sobre cómo consultar los cupones de pensión, puedes revisar la información disponible en el site de Conecta: [Mi Cartilla de Recaudos](https://sites.google.com/davivienda.com/conecta/conoce-m%C3%A1s/excelencia-operativa/mi-cartilla-de-recaudos) 👀👍

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3204,1610,"retoros sin tarjeta","¿Te gustaría saber cómo programar un retiro sin tarjeta, o necesitas información sobre los requisitos o pasos para hacerlo? ¿Es para una cuenta personal o empresarial?",NULL,NULL
3205,1610,"valor a retirar","¿Podrías especificar de qué producto o cuenta quieres retirar el valor? Por ejemplo, ¿es de una cuenta de ahorros, CDT, Dafuturo, o algún otro producto? Así te puedo ayudar mejor.",NULL,NULL
3206,1610,"de cuentas de ahorros cual es el valor maximoa  retirarr en cajero","El valor máximo que puedes retirar diariamente en cajeros automáticos desde una cuenta de ahorros en Davivienda es de $8.000.000. Este límite aplica para retiros en cajeros Davivienda, con o sin tarjeta débito, así como en cajeros de otros bancos y cajeros internacionales. Además, el retiro máximo por transacción en redes nacionales es de $400.000, aunque el total diario puede llegar hasta $8 millones. 😊

Si necesitas hacer un retiro mayor, en oficinas el monto máximo es de $50 millones, pero requiere programación y puede tener costos asociados.

📄 **Información adicional disponible:**

• Consulta las tasas y tarifas en: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas](https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3207,1611,"tiempo acepatar preaprobado hipotecario movil","El tiempo para aceptar una preaprobación de crédito hipotecario a través del móvil está relacionado con la vigencia de la consulta en la herramienta de preaprobación, que es de un mes desde la última consulta efectiva. Esto significa que tienes hasta 30 días para aceptar y continuar con el proceso del crédito preaprobado. Además, para créditos aprobados por procesos móviles, la vigencia suele ser de 90 días a partir de la aprobación en la aplicación, tiempo durante el cual puedes realizar los trámites necesarios para el desembolso.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3208,1612,"¿Qué son los corresponsales bancarios?","Los corresponsales bancarios son un canal adicional de Davivienda que ofrece servicios financieros en establecimientos de comercio seleccionados por su seguridad y calidad. Esta iniciativa permite acercar los servicios bancarios a comunidades que no tienen acceso fácil a una sucursal, contribuyendo así al desarrollo económico del país. 

Funcionan a través de aliados como Puntored, Éxito, Efecty, Reval y Punto de Pago, quienes prestan servicios financieros facilitando transacciones y pagos cerca de tu localidad o barrio. Es importante saber que las transacciones no se hacen con datáfono, sino por medio del sistema del aliado corresponsal, y los retiros se programan usando las aplicaciones de Davivienda o DaviPlata, solicitando un código OTP que llega por SMS.

Entre los servicios que puedes realizar están:
1. Depósitos y retiros en DaviPlata
2. Depósitos a cuentas de ahorro y corriente Davivienda
3. Pagos especiales como subsidios
4. Pagos de productos de crédito
5. Recaudo de servicios públicos y privados

Además, no hay costo al retirar dinero en estos corresponsales, por lo que si programas un retiro de $10.000, recibirás exactamente esa cantidad. Davivienda cuenta con una red de más de 40,000 corresponsales en Colombia para facilitarte estas operaciones. 😊👍",NULL,NULL
3209,1613,"gastos de leasing ","¿Te gustaría saber qué tipos de gastos están asociados a un leasing financiero, habitacional o inmobiliario productivo? ¿O prefieres información sobre quiénes pagan esos cargos administrativos en un leasing habitacional?",NULL,NULL
3210,1613,"cargos administrativos leasing habitacional","En un leasing habitacional, los cargos administrativos, impuestos y servicios asociados son responsabilidad del cliente, es decir, del locatario, aunque a veces estos gastos aparezcan a nombre de Davivienda. Por ejemplo, en algunos municipios, el banco recibe los cobros porque figura como propietario actual, pero luego gestiona el cobro con el cliente a través de la tarjeta de crédito vivienda o crédito leasing.

Es importante que el cliente se mantenga al día con los pagos de administración para evitar procesos legales por mora, ya que la copropiedad puede iniciar acciones legales y el banco debe pagar los montos adeudados y los honorarios de abogados externos, que tienen un límite máximo de 2 salarios mínimos mensuales legales vigentes.

Además, el cliente puede consultar y gestionar estos gastos administrativos desde cualquier ciudad, ya que Davivienda cuenta con acceso a la herramienta Base Colombia, donde se puede consultar toda la información relacionada.

📄 **Información adicional disponible:**

• Consulta y gestión de gastos administrativos en Base Colombia: [https://script.google.com/a/macros/davivienda.com/s/AKfycbzSDeexDjwte820DWSryYlwdkajCUPzzb21L0x2eJEva8RdMJTkA3VpYuhcWkufgbzj9g/exec](https://script.google.com/a/macros/davivienda.com/s/AKfycbzSDeexDjwte820DWSryYlwdkajCUPzzb21L0x2eJEva8RdMJTkA3VpYuhcWkufgbzj9g/exec)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3211,1614,"TRAZABILIDAD ME MUESTRAS EL LINK","¿Quieres que te proporcione el enlace para acceder a la herramienta de trazabilidad o necesitas información sobre cómo usarla? ¿Podrías especificar un poco más tu solicitud?",NULL,NULL
3212,1615,"pago de remesas con ppt","¿Podrías aclararme un poco más qué necesitas saber sobre el pago de remesas con PPT? ¿Quieres información sobre cómo hacer el pago, los requisitos, o algún inconveniente específico que estés presentando?",NULL,NULL
3213,1614," proporcione el enlace para acceder a la herramienta de trazabilida","Puedes acceder a la herramienta de trazabilidad a través de los siguientes enlaces:

1. Herramienta directa: [https://script.google.com/a/davivienda.com/macros/s/AKfycbwLWGJ8NDdQd2NOjXImCX7YVLZTsSz2KOTB0hKCIOFvwAPC9MXM/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbwLWGJ8NDdQd2NOjXImCX7YVLZTsSz2KOTB0hKCIOFvwAPC9MXM/exec)

2. Portal digital Pyme en Conecta: [https://sites.google.com/davivienda.com/conecta/empresas/pyme/portal-digital-pyme](https://sites.google.com/davivienda.com/conecta/empresas/pyme/portal-digital-pyme)

Recuerda que la herramienta se actualiza cada 3 minutos, por lo que es importante esperar ese tiempo para obtener información actualizada. Si tienes algún inconveniente, puedes validar con otro NIT o consultar por el chat de expertos. 👏😉

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3214,1615,"como hacer el pago","Para hacer el pago de remesas familiares con PPT en Davivienda, debes seguir estos pasos:

1. Autenticar al cliente o usuario.
2. Verificar que el giro o remesa esté disponible en el sistema Teller Elevate.
3. Consultar la cédula del usuario o cliente en la base de consulta de remesas.
4. Si el usuario aparece en la base, debe actualizar o vincular sus datos con NIC electrónico completo y luego dirigirse a caja para realizar el pago.
5. Si el usuario se vincula con NIC electrónico, se puede ofrecer la apertura de una cuenta virtual o tradicional antes del pago.
6. El cajero debe validar que la actualización de datos sea reciente, es decir, menor a un año desde que se realizó el NIC.
7. Si no aparecen datos en Teller, se debe completar la información en el sistema.

Ten en cuenta que para montos iguales o superiores a 1.000 USD es necesario completar la vinculación o actualización de datos con NIC completo, y para montos de $3 millones o más se requiere autenticación del cliente.

📄 **Información adicional disponible:**

• Proceso completo para pago de remesas: [https://script.google.com/a/davivienda.com/macros/s/AKfycbw4Ke8NbVx5ye3DsFlYiqgMrDAZy3StIHsOPOp_qVEU-D4dj29n/exec](https://script.google.com/a/davivienda.com/macros/s/AKfycbw4Ke8NbVx5ye3DsFlYiqgMrDAZy3StIHsOPOp_qVEU-D4dj29n/exec)

• Presentación con detalles del proceso: [https://docs.google.com/presentation/d/1So1hYKwfyyyiRATi5enyhAhWmSJw6CVQXV2xUhbqTNA/present?slide=id.g1dabba0f3b3_0_6](https://docs.google.com/presentation/d/1So1hYKwfyyyiRATi5enyhAhWmSJw6CVQXV2xUhbqTNA/present?slide=id.g1dabba0f3b3_0_6)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3215,1616,"que hacer si un cliente esta en lista restrictiva","Si un cliente está en una lista restrictiva o de cautela, debes validar esta situación con la Unidad de Cumplimiento a través de un radicado en Cliente 360. Si es posible desmarcar al cliente, se podrá continuar con el proceso. Estas listas incluyen personas naturales o jurídicas con antecedentes negativos en bases públicas o privadas como ONU, Fincen, Ofac, Gafi, entre otras.

Para gestionar esta situación, puedes escalar la solicitud por uno de estos canales según tu área:

1. Cliente 360: para oficinas de servicio y áreas comerciales con acceso.
2. Correo grpmarcaciondeclientes@davivienda.com: para áreas comerciales o administrativas sin acceso a Cliente 360.
3. Canal CIGO: exclusivo para áreas comerciales de las Bancas Corporativas de Bogotá, Antioquia y Santander.

La solicitud debe incluir:
- Descripción clara de la operación (tipo de crédito, monto, etc.).
- Tiempo requerido para la desmarcación o si solo necesitas un concepto.
- Rol del cliente en la operación (avalista, deudor, comprador, etc.).
- Documentos de respaldo según el tipo de operación.

Ten en cuenta que no debes mencionar al cliente que está "bloqueado" o "marcado"; el manejo debe ser comercial y transparente. Además, verifica previamente a todos los involucrados en la operación y radica la solicitud solo una vez para evitar duplicidad.

El tiempo máximo de respuesta es de 48 horas hábiles después de la radicación, aunque puede extenderse si se requiere información adicional o revisión de comité.

Si la inclusión fue hecha por la Unidad de Cumplimiento, la respuesta se gestiona en esos tiempos, y en casos especiales puede requerir revisión por instancias superiores.

✨ Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3216,1617,"como generar un contrato de adicion de fondo consolidar","Para generar un contrato de adición al Fondo Consolidar en Davivienda, es importante conocer que este fondo es administrado por Fiduciaria Davivienda S.A. y está orientado a la acumulación de rendimientos diarios para la compra de un inmueble. Aunque el documento no detalla el proceso exacto para generar el contrato de adición, sí indica que los contratos y reglamentos relacionados están disponibles para consulta y descarga.

Te recomiendo revisar los contratos y reglamentos específicos del Fondo Consolidar, donde encontrarás los detalles para realizar adiciones o modificaciones. Puedes acceder a estos documentos en el siguiente enlace:

[Contratos y Reglamentos Fondo Consolidar](https://fidudavivienda.davivienda.com/wps/portal/fidudavivienda/inicio/F_Productos_y_Servicios/F_Carteras_Colectivas/Colectiva_Consolidar/!ut/p/z1/vZJNc4IwEIb_ij14ZJISDHJERITiN1jhwsQQbToSFKjYf9-A02OpM51pbrt59t19swEx2IFYkCs_korngpxkHMU4QcOVNvdG6syaj01orjahucAegjYCry2gOfpiakzWMxNPNegGmmsv7CWCAQTxX-p9_bF6-MMxH-zfAcTd8lsQWSC6wdowaikWt3zXc3QCjd8WMIfBZvviPEPHGKjQXfqjIBxB5HjfCh0jRdKSniDo-HdLk7XRWLJcfTVAEEvPV85qEIq8yOSKN42iFchN1zRLDjz9SOUPkIhISR--5RlrcpSTgsuY5qJigqd52YfnIpcXVV72PnslK66c8iYtkTI_8ZQUd7wgd6RgxxPJmJBR0_JMeQoileqIEYyVPSVM0XTDUAjETBmkWGd7TcUqNcAUAu-3Rcr5-fvlEpsgbme8VWD3j4bOWSiPwGv7MLNRlox98-kLcR95qw!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/

Si necesitas realizar una adición, normalmente deberás presentar la solicitud correspondiente y cumplir con los requisitos mínimos, como el aporte mínimo de $1, y seguir las indicaciones del reglamento del fondo. Para cualquier duda o asesoría especializada, puedes contactar a la mesa de asesoría y trading de Fiduciaria Davivienda.

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3217,1614,"enviar al back digital","¿Podrías especificar a qué proceso o servicio digital te refieres con "enviar al back digital"? ¿Es relacionado con un producto, trámite o alguna plataforma específica? Así podré ayudarte mejor.",NULL,NULL
3218,1614,"enlance enviar al back digital","¿Podrías aclarar a qué enlace o plataforma te refieres con "enviar al back digital"? ¿Es para un proceso específico dentro de Davivienda o alguna herramienta en particular? Así podré orientarte mejor.",NULL,NULL
3219,1614,"comparte el link de back digital","Lo siento, no encontré información relacionada a este tema. ¿Podrías reformular la pregunta?",NULL,NULL
3220,1618,"numero de privilegios davivienda","¿Te gustaría saber qué son los Privilegios Davivienda, cómo puedes obtenerlos, o cómo consultar el número asociado a tus Privilegios? ¿O necesitas información sobre algún otro aspecto relacionado?",NULL,NULL
3221,1619,"consultar actividades alto riesgo","¿Quieres saber qué actividades se consideran de alto riesgo o necesitas información sobre cómo se gestionan los clientes con actividades de alto riesgo? ¿O te interesa otro aspecto relacionado con estas actividades?",NULL,NULL
3222,1619,"4364 es una actividad alto riesgo",NULL,NULL,NULL
3223,1618,"numero de contacto ","¿Podrías especificar a qué número de contacto te refieres? ¿Es para atención al cliente, productos específicos, soporte en el exterior, o alguna otra área en particular?",NULL,NULL
3224,1618,"atencion al cliente","Para comunicarte con la atención al cliente de Davivienda, puedes usar los siguientes números según tu ubicación:

1. En Bogotá: (601) 338 3838
2. A nivel nacional: 01 8000 12 3838
3. Desde Estados Unidos: +1 (855) 556 6820
4. Desde España: 00 8000 338 3838

También puedes comunicarte a través del chat disponible en www.davivienda.com o en la APP Davivienda Móvil. 😊📱

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3225,1620,"NUMERO DE CALL EMPRESAS","¿Quieres conocer el número de atención para empresas o para clientes empresariales? ¿O necesitas saber los horarios y servicios que ofrecen en esa línea?",NULL,NULL
3226,1620,"¿Quieres conocer el número de atención para empresas o para clientes empresariales?","Claro, aquí tienes los números de atención para empresas o clientes empresariales en Davivienda:

1. Para Bogotá: 327 8360 o 742 5980
2. Para el resto del país: 018000 123 838
3. Desde Estados Unidos: 833 95 73443
4. Desde España: 00 8000 3383838

Además, si tu empresa tiene un convenio de Libranza, puedes comunicarte a la línea 3-556200 opción 3.

Si necesitas más ayuda, también puedes usar el chat disponible en www.davivienda.com o en la APP Davivienda Móvil. 😊👍

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
3227,1621,"como desbloqueo mi celular para poder ingresar a la gsuit y app ","Para desbloquear tu celular y poder ingresar a la app Davivienda y a GSuite, es importante que tengas activado el método de seguridad en tu dispositivo, como huella, rostro o PIN. Aquí te dejo algunos pasos y recomendaciones para que puedas acceder sin problemas:

1. Asegúrate de que tu celular tenga activado el bloqueo con huella, rostro o PIN, ya que la app Davivienda requiere este método para validar tu identidad.

2. Si tienes un iPhone y ves un mensaje que te pide activar permisos o usar la app "Contraseñas" (Passwords), descarga esta app desde la App Store y verifica que esté instalada para poder activar la autenticación digital.

3. Si superas el límite de intentos para ingresar con huella, rostro o PIN, la app te pedirá que uses el método almacenado en tu celular para validar tu identidad, pero esto no bloquea tu clave virtual.

4. En caso de que la app te solicite un código o patrón de desbloqueo de un dispositivo anterior (en Android), puedes:
   - Seleccionar una cuenta de correo diferente a la que usas para administrar tu dispositivo actual para que te pida el código del dispositivo actual.
