id_tbl_preguntas_conversacion_conecta2,fk_tbl_conversaciones_conecta2,pregunta,respuesta,calificacion,comentario

Este bloqueo sí se puede levantar, y la autorización para hacerlo la realiza el área de Operaciones Transaccionales de Medios de Pago con el aval del sector cafetero y agropecuario. 

Si quieres conocer más sobre el proceso de renovación de cupos, puedes consultar el siguiente enlace:

📄 **Información adicional disponible:**

• Proceso de renovación de cupos: [https://drive.google.com/drive/folders/1QExZW84FJhcLnYr3LqW4z9n4j9LaKw_I](https://drive.google.com/drive/folders/1QExZW84FJhcLnYr3LqW4z9n4j9LaKw_I) 

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
364,186,"agencias remesadoras ","¿Quieres conocer qué son las agencias remesadoras, cómo funcionan, cuáles están autorizadas por Davivienda, o necesitas información sobre los servicios que ofrecen?",NULL,NULL
365,188," requisitos abrir cuenta afc","Para abrir una cuenta AFC en Davivienda, debes tener un ingreso superior a 4 salarios mínimos legales mensuales vigentes (SMLMV). No se requiere un monto mínimo de apertura para la cuenta. Esta cuenta está diseñada para fomentar el ahorro a largo plazo con el fin de adquirir vivienda y ofrece beneficios tributarios como exoneración en retención en la fuente e impuesto de renta. Además, no genera tarjeta débito ni tiene cuota de manejo. Recuerda que solo puedes tener una cuenta AFC exenta en todo el sector financiero y los recursos deben destinarse exclusivamente para la adquisición de vivienda o el pago de cuotas de crédito o leasing. 😊🏦

Si tienes alguna inquietud adicional, estoy aquí para ayudarte.",NULL,NULL
366,184,"cual es el proceso paso a paso para obtener la caratula de un talonario","Para obtener la carátula de un talonario en Davivienda, especialmente si es la primera vez, un nuevo talonario o por pérdida o robo, debes seguir este proceso paso a paso:

1. Acude exclusivamente a la oficina de radicación de tu cuenta, ya que estas solicitudes no se pueden hacer por otros canales.
2. Presenta la colilla del último talonario que tuviste (si aplica).
3. Si eres persona jurídica, también debes presentar la Cámara y Comercio de la empresa.
4. Ten en cuenta que el costo del talonario para personas jurídicas está disponible en las Tasas y Tarifas de Empresas.
5. La reposición por pérdida solo puede hacerse en la oficina de radicación y el talonario se custodia en bóveda por tres días antes de activar la asignación.

Este proceso asegura que puedas obtener la carátula y el talonario completo de manera segura y oficial. 😊👍

📄 **Información adicional disponible:**

• Tasas y tarifas para personas jurídicas: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/](https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
367,186,"monto mazimo desde agencias remesadoras","El monto máximo para recibir pagos por ventanilla de giros internacionales a través de agencias remesadoras en Davivienda está regulado por límites según el periodo de tiempo y el número de operaciones. Estos son los límites establecidos:

1. Diario: máximo 5 operaciones con un monto total de hasta 3.000 USD
2. Semanal: máximo 10 operaciones con un monto total de hasta 3.000 USD
3. Mensual: máximo 15 operaciones con un monto total de hasta 3.000 USD
4. Trimestral: máximo 30 operaciones con un monto total de hasta 9.000 USD
5. Semestral: máximo 60 operaciones con un monto total de hasta 18.000 USD
6. Anual: máximo 60 operaciones con un monto total de hasta 36.000 USD

Si al momento del pago te aparece un error, puedes radicar una solicitud en Conecta Novedades Express bajo la categoría "Novedades Moneda Extranjera" y el subtema "Remesas Familiares" para recibir atención en un máximo de 15 minutos.

Espero que esta información te sea útil 👏😊",Bien,NULL
368,185,"Cómo obtener la tarjeta dinero joven, si el cliente tiene 15 años?","Para obtener la tarjeta Diners Joven en Davivienda, el cliente debe tener entre 15 y 26 años. Además, es necesario cumplir con los siguientes requisitos:

1. Tener ingresos iguales o superiores a un salario mínimo mensual.
2. Diligenciar la solicitud correspondiente.

Esta tarjeta está diseñada especialmente para jóvenes dentro de ese rango de edad y permite acceder a un cupo rotativo para compras y avances en efectivo.

Si quieres más detalles, puedes consultar la información completa en el siguiente enlace:

📄 **Información adicional disponible:**

• Detalles sobre tarjetas Davivienda persona natural: [Site de Conecta](https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
369,189,"inscribe una cuenta de otro banco","¿Quieres saber cómo inscribir una cuenta de otro banco para hacer transferencias o pagos? ¿O te interesa el proceso para inscribirla en algún portal específico de Davivienda?",NULL,NULL
370,179,"Pero mi cliente intenta hacer el cambio por el teléfono rojo y la pagina web y lo envía al canal del app movil por que pasa eso ","Cuando un cliente intenta cambiar su clave virtual por medio del teléfono rojo o la página web y es redirigido a la App móvil, esto se debe a que el proceso de cambio o desbloqueo de la clave virtual está diseñado para realizarse principalmente desde la App Davivienda. En la App, el cliente puede acceder a la opción “¿olvidó o bloqueó su clave virtual?” para gestionar el cambio o desbloqueo de manera segura y efectiva.

Además, si al intentar cambiar la clave desde la página web o el teléfono rojo aparecen mensajes como “verifique datos ingresados” o “intente más tarde”, aunque los datos sean correctos, se recomienda realizar el cambio directamente desde la App para evitar inconvenientes.

Por eso, el sistema redirige al cliente a la App móvil para garantizar que el proceso se realice correctamente y con las validaciones necesarias. Recuerda que la clave virtual debe tener entre 6 y 8 dígitos y que el cambio solo puede hacerlo el primer titular de la cuenta.

Si necesitas más detalles sobre cómo cambiar o desbloquear la clave virtual, aquí tienes algunos recursos útiles:

📄 **Información adicional disponible:**

• Proceso de cambio y desbloqueo de clave virtual en la App Davivienda: [https://www.appdavivienda.com/servicios/clave-virtual/desbloqueo-clave-virtual/](https://www.appdavivienda.com/servicios/clave-virtual/desbloqueo-clave-virtual/)

• Guía para cambiar clave virtual: [https://www.appdavivienda.com/servicios/registro/cambiar-clave-virtual/](https://www.appdavivienda.com/servicios/registro/cambiar-clave-virtual/)

• Información sobre autogestión de clave virtual: [https://comunidadesdesoporte.davivienda.com/respuestas/9606](https://comunidadesdesoporte.davivienda.com/respuestas/9606)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
371,185,"Cómo saber qué cupo le dan al cliente en la tarjeta diners joven?","El cupo que se asigna a la tarjeta Diners Joven depende principalmente de los ingresos del cliente, que deben ser iguales o superiores a un salario mínimo mensual. Los cupos para las tarjetas Diners se dividen en segmentos: Diners Azul tiene un rango de cupo entre $500,000 y $17,999,999, mientras que Diners Black requiere ingresos mínimos de $8 millones y un cupo desde $18,000,000. Para conocer el cupo exacto que se le asignará a un cliente, Davivienda evalúa sus ingresos y otros criterios internos al momento de la solicitud. Además, para cambiar de segmento, la tarjeta debe estar activada y sin bloqueos o cancelaciones. 😊",NULL,NULL
372,190," transferencia bancarizada y remesa ?","Una transferencia bancarizada, como el servicio TransfiYA de Davivienda, es un proceso que permite enviar, recibir o pedir dinero en línea entre cuentas de diferentes bancos usando el número de celular. Este tipo de transferencia se realiza a través de la App Davivienda y tiene límites diarios, como un máximo de $2 millones por transacción y hasta 15 transferencias diarias. Además, puede requerir autorización del destinatario para completar la operación.

Por otro lado, una remesa generalmente se refiere al envío de dinero desde el extranjero hacia Colombia, aunque en los documentos consultados no se detalla específicamente este concepto. Sin embargo, la transferencia bancarizada es un método digital y rápido para mover dinero entre cuentas nacionales, mientras que la remesa suele involucrar procesos internacionales y puede tener otros requisitos y tiempos de procesamiento.

Si quieres conocer más detalles sobre el servicio de transferencias bancarizadas, puedes visitar la página oficial de TransfiYA: [https://www.transfiya.com.co/home](https://www.transfiya.com.co/home) 👆😉

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
373,189,"¿Cómo se inscribe una cuenta de otro banco, en un Portal?","Para inscribir una cuenta de otro banco en los portales empresariales de Davivienda, debes seguir los pasos específicos según el portal que uses:

1. Portal Pyme:
   - Ingresa con tus datos de acceso.
   - Ve a Pagos y Transferencias > Inscripciones > Nueva Inscripción.
   - Selecciona tipo de destino (Cuenta de Ahorro o Corriente otros bancos), el banco y número de cuenta.
   - Ingresa el nombre del titular y tipo y número de identificación.
   - Añade la inscripción y apruébala con la clave del Token.
   - La aprobación puede tardar hasta 3 días hábiles.

2. Portal Empresarial:
   - Ingresa y ve a Inscripciones > Crear inscripción.
   - Completa datos de encabezado y selecciona el servicio destino.
   - Digita los datos de la cuenta a inscribir, selecciona tipo de producto (cuenta de ahorros o corriente otros bancos).
   - Valida la inscripción, busca el proceso y actualízala para finalizar.

3. Portal Corporativo:
   - Ingresa y ve a Inscripciones > Crear inscripción.
   - Completa datos de encabezado y digita la inscripción.
   - Selecciona tipo de producto (otros bancos cuenta ahorros o corriente).
   - Valida y actualiza la inscripción para finalizar.

Si quieres ver el proceso detallado, puedes consultar el video o la guía completa en el siguiente enlace:

📄 **Información adicional disponible:**

• Guía completa para inscripción de cuentas en portales empresariales: [https://drive.google.com/drive/folders/1TE6RfE1CqwZ73FNWdGB_TfINhO2_VUyJ](https://drive.google.com/drive/folders/1TE6RfE1CqwZ73FNWdGB_TfINhO2_VUyJ) 👏🔒

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
374,191,"Cómo solicitar una tarjeta de crédito amparada? Esa tarjeta amparada es independiente a la tarjeta del cliente?","Una tarjeta de crédito amparada es un beneficio que el tarjetahabiente principal (amparador) puede otorgar, asignando parte de su cupo a otra persona (amparado). Para solicitarla, el amparador designa a la persona que recibirá la tarjeta amparada. Esta tarjeta no es completamente independiente, ya que el amparador es responsable de ella y puede acceder a información como extractos y movimientos. Sin embargo, el amparado tiene todos los beneficios y responsabilidades de una tarjeta principal y puede optar por un estudio de crédito para asignar un cupo nuevo.

Respecto a la activación, el amparador no puede activarla; el amparado debe autogestionar la activación a través de la App o la página web de Davivienda solicitando su clave virtual.

📄 **Información adicional disponible:**

• Proceso para activar una tarjeta de crédito: [https://comunidadesdesoporte.davivienda.com/respuestas/5984](https://comunidadesdesoporte.davivienda.com/respuestas/5984)

• Cómo asignar la Clave virtual: [https://comunidadesdesoporte.davivienda.com/respuestas/6370](https://comunidadesdesoporte.davivienda.com/respuestas/6370)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
375,191,"Es decir, si un cliente tiene cupo de 1.500.000 se baja el cupo de esa tarjeta y se pasa a la amparada?","Exacto, cuando un cliente tiene una tarjeta principal con un cupo de 1.500.000 y desea asignar una tarjeta amparada, se puede disminuir el cupo disponible en la tarjeta principal para asignarlo a la tarjeta amparada. Este proceso de disminución y redistribución del cupo se realiza a través de canales como el Call Center, Chat u Oficina, y para tarjetas amparadas se gestiona mediante la herramienta SAPLI Monetario. Ten en cuenta que la disminución del cupo tarda aproximadamente 3 días hábiles en aplicarse y el cupo se actualiza al siguiente día calendario. Además, esta redistribución debe considerar la capacidad económica y hábitos de pago del cliente. 😊👍",NULL,NULL
376,192,"s tasas y tarifas empresariales","¿Quieres conocer las tasas y tarifas para créditos empresariales, productos de inversión, o servicios específicos? ¿O te interesa información general sobre las condiciones para clientes empresariales?",NULL,NULL
377,192,"informacion general s tasas y tarifas empresariales","Las tasas y tarifas empresariales en Davivienda pueden consultarse directamente en la página oficial del banco. Para el Portafolio Pyme, no se cobra cuota de manejo; únicamente se debe pagar el valor del combo transaccional que el cliente elija, cuyo detalle está disponible en la tabla de valores del banco. Además, las tasas para créditos en moneda legal y otros productos comerciales están especificadas en documentos y tablas que puedes revisar para mayor detalle. Por ejemplo, la asignación de tasas para clientes empresariales puede variar según el nivel de ventas registrado en el acta de aprobación.

📄 **Información adicional disponible:**

• Consulta general de tasas y tarifas empresariales: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/](https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziTdw9fQxdzQIcXY3NjAwcPUzMjCwswgwNzA30w8EKjC0CTfy8nIx8g90sjQ0cfQ2CnR0t_Q393Y30o4jRb4ADOBoQpx-Pgij8xofrR4GV4PMBPgUGbuZQBXgsKcgNDY0wyPQEAKDJNcw!/dz/d5/L2dBISEvZ0FBIS9nQSEh/)

• Tasas y tarifas cartera comercial: [https://docs.google.com/spreadsheets/d/1BjL7det8Oyxi7twmKlsCFJukk-oC0DTyxhSbj_kdmKc/edit?gid=272769998#gid=272769998](https://docs.google.com/spreadsheets/d/1BjL7det8Oyxi7twmKlsCFJukk-oC0DTyxhSbj_kdmKc/edit?gid=272769998#gid=272769998)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
378,191,"Y qué otro tipo de tarjeta existe para que no baje el cupo pero que se entregue otra tarjeta a un menor?","¿Te refieres a una tarjeta adicional o extendida que no afecte el cupo de la tarjeta principal? ¿Quieres saber cómo funciona este tipo de tarjeta, sus beneficios, o los requisitos para solicitarla? ¿O prefieres que te explique las diferencias entre tarjetas amparadas y tarjetas adicionales?",NULL,NULL
379,191,"Correcto, una adicional o extendida ",NULL,NULL,NULL
380,193,"Qué es una tarjeta extendida ","Una tarjeta extendida o adicional es una tarjeta de crédito Diners Club que permite al titular principal compartir los beneficios de su tarjeta con familiares o personas cercanas. Esta tarjeta es independiente pero comparte el 100% del cupo de la tarjeta principal. El titular principal puede generar hasta 3 tarjetas adicionales con el mismo número. La facturación es única y se realiza exclusivamente al titular principal, quien también es responsable de gestionar cualquier cambio o rediferido. No se requiere documentación adicional para solicitarla, y el titular principal actúa como codeudor, por lo que el comportamiento de pago afecta tanto a la tarjeta principal como a las adicionales. 😊

Si quieres conocer más detalles o beneficios, puedo ayudarte con gusto.",NULL,NULL
381,194,"CODIGO  ESTRATEGIA REMODELACION LEASING","¿Te gustaría conocer qué es el código de estrategia para remodelación, los requisitos para aplicar a un leasing de remodelación, o cómo funciona este producto en Davivienda? ¿O prefieres que te explique las diferencias entre leasing habitacional, inmobiliario productivo y leasing de construcción?",NULL,NULL
382,195,"cuáles son las políticas y autorizaciones necesarias para redistribución de cupos","Para la redistribución de cupos en Davivienda, es importante tener en cuenta las siguientes políticas y autorizaciones:

1. No es necesario que en el acta de aprobación esté incluido el corto plazo para poder redistribuir los cupos hacia este producto.
2. Se debe asignar la garantía de los demás productos aprobados y el valor del cupo de corto plazo, el cual no puede exceder el valor total del portafolio aprobado.
3. Para la distribución de cupos de clientes portafolio, se debe diligenciar el formato establecido y cumplir con las políticas de distribución.
4. El cupo de sobregiro podrá ser matriculado nuevamente solo hasta el monto definido en acta.
5. No hay límite de redistribuciones para un mismo cliente.
6. Cualquier autorización especial o excepción para redistribución de cupos antes de los 6 meses debe ser escalada y autorizada por el Director de Segmento Pyme y Rural.

Además, para la redistribución de cupos en tarjetas de crédito y Crediexpress rotativo, el cliente puede autogestionar este proceso a través de la Súper App Davivienda o Davivienda.com, siguiendo los pasos indicados para seleccionar productos y redistribuir cupos, respetando montos mínimos y múltiplos establecidos.

📄 **Información adicional disponible:**

• Políticas de Redistribución de Cupos - Marc Pyme: [https://drive.google.com/drive/u/0/folders/14Hg8iMRC9VSqv5jwbxdJ0nquFZpPKyg5](https://drive.google.com/drive/u/0/folders/14Hg8iMRC9VSqv5jwbxdJ0nquFZpPKyg5)

• Proceso de redistribución de cupos en tarjetas de crédito: [https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito](https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
383,196,"Requisitos para solicitar una tarjeta de crédito ","Para solicitar una tarjeta de crédito en Davivienda, debes cumplir con los siguientes requisitos:

1. Ser mayor de edad (sin límite máximo). Para tarjetas específicas como la Amparada, puedes ser desde los 14 años; para la Diners Joven, entre 15 y 26 años; y para la Genérica, desde los 18 años.
2. Tener ingresos iguales o superiores a un salario mínimo mensual. Ten en cuenta que para tarjetas Diners Club, especialmente la Diners Black, el ingreso mínimo requerido es de $8 millones.
3. Diligenciar la solicitud correspondiente.

Además, las tarjetas de crédito Davivienda ofrecen diferentes segmentos según tus ingresos y el cupo que necesites, desde la Clásica hasta la Signature o Diners Black.

Si quieres conocer más detalles, puedes consultar el sitio de Conecta donde encontrarás información adicional.

👆✨ Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
384,196,"Es decir que un cliente de 93 años puede pedir una tarjeta de crédito?","Sí, un cliente de 93 años puede solicitar una tarjeta de crédito en Davivienda, ya que no existe un límite máximo de edad para hacerlo. Solo es necesario ser mayor de edad y cumplir con los demás requisitos como tener ingresos iguales o superiores a un salario mínimo mensual y diligenciar la solicitud correspondiente. 😊👍

Si quieres más detalles, puedes consultar la información disponible en el sitio de Conecta.

📄 **Información adicional disponible:**

• Detalles sobre tarjetas de crédito Davivienda: [https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito](https://sites.google.com/davivienda.com/conecta/personas/medios-de-pago/tarjeta-de-cr%C3%A9dito)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
385,197,"que es una transferencia bancarizada ?","Una transferencia bancarizada es un proceso mediante el cual se envía o recibe dinero entre cuentas bancarias de diferentes entidades financieras, utilizando canales electrónicos seguros. En Davivienda, por ejemplo, puedes realizar transferencias a otros bancos en línea a través del servicio TransfiYA, que permite enviar, recibir o pedir dinero usando solo el número de celular asociado a la cuenta. Este tipo de transferencia es rápida, segura y puede requerir la autorización del destinatario para completar la operación. Además, existen límites diarios para estas transferencias, como un máximo de $2 millones y hasta 15 transferencias diarias. 😊👍

Si quieres conocer más detalles sobre el servicio TransfiYA y cómo funciona, puedes consultar los siguientes enlaces:

📄 **Información adicional disponible:**

• Más sobre TransfiYA y transferencias a otros bancos: [https://www.transfiya.com.co/home](https://www.transfiya.com.co/home)

• Detalles y preguntas frecuentes en la comunidad Davivienda: [https://comunidadesdesoporte.davivienda.com/respuestas/14770](https://comunidadesdesoporte.davivienda.com/respuestas/14770)

• Información sobre cómo enviar, pedir o recibir dinero con TransfiYA: [https://comunidadesdesoporte.davivienda.com/respuestas/7923](https://comunidadesdesoporte.davivienda.com/respuestas/7923)",NULL,NULL
386,198,"bloqueo o en tarjeta de credito","¿Quieres saber qué significa el bloqueo "O" en una tarjeta de crédito, cómo afecta el uso de la tarjeta, o necesitas ayuda para resolver un bloqueo de este tipo? ¿O te gustaría conocer los pasos para desbloquearla?",NULL,NULL
387,199,"Mensajes de error en Teller Elevate","¿Podrías contarme qué tipo de mensajes de error has estado viendo en Teller Elevate? ¿Quieres saber cómo identificarlos o cómo solucionarlos?",NULL,NULL
388,198,"Como hago el levantamiento de este bloqueo","El bloqueo 'O' en una tarjeta de crédito es un bloqueo provisional que puede ser aplicado por la oficina o de manera extensiva debido a mora o por prevención desde el área de monitoreo y fraude. Este bloqueo sí se puede levantar. Para hacerlo, el levantamiento depende del canal por donde ingreses como cliente. Te recomiendo comunicarte a través del canal por el cual gestionas tus productos para que te orienten y realicen el levantamiento correspondiente. 😊

Si necesitas más detalles específicos sobre el proceso en AS400, puedes consultarlo directamente en los canales de atención autorizados.",Mal,NULL
389,196,"Cómo se solicita la tarjeta de crédito? Qué otros créditos puede pedir ese cliente de 93 años?","Para solicitar una tarjeta de crédito en Davivienda, puedes hacerlo fácilmente a través de la App Davivienda siguiendo estos pasos:

1. Ingresa a la App con tu documento de identidad y clave virtual.
2. Selecciona la opción 'Solicitar Productos' y luego 'Tarjeta de crédito'.
3. Completa la solicitud y espera la evaluación, que tarda menos de 5 minutos.
4. Podrás usar la tarjeta inmediatamente en comercios electrónicos o físicos con billeteras digitales como Apple Pay o Google Pay.
5. La tarjeta física llegará a tu domicilio y se activa desde la App o la página web.

Para un cliente de 93 años, no hay límite máximo de edad para solicitar la tarjeta, solo debe cumplir con los requisitos generales como ser mayor de edad y tener ingresos iguales o superiores a un salario mínimo mensual.

En cuanto a otros créditos, el cliente puede acceder a diferentes productos crediticios que ofrece Davivienda, siempre y cuando cumpla con los requisitos específicos de cada uno. Por ejemplo, puede solicitar créditos de consumo, créditos hipotecarios o créditos para vehículos, considerando su capacidad de pago y evaluación crediticia.

Además, existen tarjetas exclusivas como la Tarjeta de Crédito Cafam Davivienda para afiliados, que ofrece beneficios especiales y aprobación rápida en línea.

Si quieres más detalles sobre la solicitud y los productos disponibles, puedes consultar los enlaces que te comparto a continuación. 👏😊",NULL,NULL
390,197,"me refiero a una transferencia internacional bancarizada ?","¿Quieres saber qué es una transferencia internacional bancarizada, cómo funciona, los tiempos en que se refleja en la cuenta, o qué información se debe proporcionar para recibirla? ¿O tienes alguna duda específica sobre este tipo de transferencias?",NULL,NULL
391,197,"si, quiero saber qué es una transferencia internacional bancarizada","Una transferencia internacional bancarizada es un proceso mediante el cual se envía o recibe dinero entre cuentas bancarias en diferentes países, utilizando canales electrónicos seguros y regulados por las entidades financieras. En Davivienda, estas transferencias pueden realizarse a través de canales digitales como la página web o la App móvil, permitiendo enviar y recibir dinero en las principales divisas del mundo, como dólares, euros, libras esterlinas, yen japonés, entre otras.

Estas transferencias ofrecen beneficios como tasas actualizadas en tiempo real, seguridad en la transacción, y la posibilidad de operar sin necesidad de desplazarse a una oficina. Los montos mínimos y máximos para enviar varían, por ejemplo, desde 35 hasta 50,000 dólares o su equivalente en otras monedas, con límites diarios establecidos.

El tiempo en que se refleja el dinero en la cuenta del beneficiario depende de la moneda y el canal utilizado, pudiendo ser desde el mismo día hasta un máximo de dos días hábiles. Además, el servicio está disponible en horarios específicos y puede requerir el envío de documentos soporte en algunos casos.

Si quieres más detalles sobre cómo realizar estas transferencias y sus condiciones, puedes consultar los enlaces que te comparto a continuación. 😊🌎",NULL,NULL
392,199,"mensajes que pueden estar alertando un error en Teller Elevate","En Teller Elevate, existen varios mensajes que pueden alertar sobre errores y te explico algunos de los más comunes y cómo puedes actuar ante ellos:

1. **ELEVATE Servicio de independencia de navegador no está en ejecución:** Debes apagar completamente la máquina y encenderla nuevamente para que tome las configuraciones actualizadas del navegador.

2. **Número de convenio duplicado:** Si aparece este mensaje, el cajero debe ingresar el recaudo por producto usando el número de cuenta asociado al convenio.

3. **0464464 Inactivo licencia:** El Director Administrativo debe actualizar el estado del usuario en la herramienta Elevate, en la sección Administración de Usuario, para que pueda ingresar nuevamente.

4. **Ha ocurrido un Error No Esperado en el ESB en Teller Elevate (código 3200):** Esto sucede cuando hay caracteres especiales (como la letra Ñ) en los datos del cliente en Cliente 360. Se debe actualizar la información sin esos caracteres.

5. **El ingreso a la institución falló por la siguiente razón: Expiró el tiempo de respuesta del destino:** En este caso, es necesario radicar un incidente (INC) en el aplicativo ADA para reportar la falla.

6. **Falló la ejecución de un comando en Tx Server, Posibles caracteres incorrectos:** Indica errores en datos del cliente en Cliente 360, que deben ser corregidos para continuar con la operación.

7. **Usuario Stratus vacío:** Se debe radicar un incidente en ADA con los datos del funcionario para que el área de Gestión de Usuarios corrija el problema.

8. **Si la validación del usuario falló:** Se debe contactar al administrador del sistema y radicar un INC en ADA para que el área de gestión de identidades lo revise.

9. **CLIENTE 360 (TRON2000D. CK_DIRECCIONES_DESCRIPCION) violated(prc_crea_dirección):** Ocurre cuando la dirección del cliente no tiene un formato válido. Se debe actualizar la dirección con un formato estándar y reportar el incidente.

Además, hay otros errores relacionados con usuarios bloqueados o sin asignación de oficina, que requieren acciones específicas desde perfiles superiores en Teller Elevate o soporte técnico.

Si necesitas ayuda con alguno de estos mensajes, no dudes en consultarme 😊",NULL,NULL
393,198,"como lo levanto en as 400","Lo siento, no encontré información relacionada a este tema. ¿Podrías reformular la pregunta?",NULL,NULL
394,200," códigos de transacción 611 "Ingresos y Egresos ..","Lo siento, no encontré información específica sobre el código de transacción 611 relacionado con ingresos y egresos. ¿Puedes reformular tu pregunta o ser más específico sobre lo que necesitas? 😊",NULL,NULL
395,197,"cual es la diferencia entre una transferencia bancarizada y una remesa ?
","La diferencia principal entre una transferencia bancarizada y una remesa radica en el canal y el propósito de la operación:

1. **Transferencia bancarizada:** Es un movimiento de dinero entre cuentas bancarias, que puede realizarse en línea o por otros canales electrónicos. Por ejemplo, en Davivienda, el servicio TransfiYA permite enviar y recibir dinero entre diferentes entidades financieras usando solo el número de celular. Estas transferencias son rápidas, seguras y pueden requerir autorización del destinatario.

2. **Remesa:** En el contexto bancario, una remesa se refiere a un pago o envío de dinero que generalmente se realiza mediante un archivo o lote (batch), y está destinada exclusivamente para pagos dentro de Davivienda. Las remesas pueden ser recibidas por archivo y se procesan para pagos específicos en la entidad.

En resumen, las transferencias bancarizadas son operaciones individuales y en línea entre cuentas, mientras que las remesas suelen ser pagos masivos o por lotes, generalmente para uso interno en el banco.

Si quieres más detalles sobre el servicio TransfiYA y cómo funcionan las transferencias, puedes consultar los enlaces que te comparto a continuación. 😊👍",Mal,NULL
396,201,"Qué productos le puedo ofrecer a un cliente con 93 años","Para un cliente de 93 años, especialmente si es pensionado, Davivienda ofrece productos adaptados a sus necesidades. Aquí te menciono algunos que podrían ser adecuados:

1. Cuenta de Pensionados: Es ideal para clientes pensionados o jubilados, incluyendo aquellos que reciben mesadas de Colpensiones u otros fondos. Esta cuenta es 100% transaccional y permite recibir varias mesadas pensionales en la misma cuenta. Además, se puede convertir una cuenta actual en una cuenta pensión a través de la App Davivienda manteniendo el número de cuenta.

2. Cuenta de Ahorros Tradicional: Es una cuenta sencilla que no requiere monto mínimo de apertura ni saldo mínimo. Puede ser individual o conjunta y ofrece acceso a canales como Call Center 24 horas, portal web y App Davivienda. Además, cuenta con seguro de depósito Fogafín.

Para abrir la cuenta de pensionado, se requiere principalmente la cédula y documentos que certifiquen la condición de pensionado. El proceso puede tardar hasta 2 meses en el caso de Colpensiones.

Estos productos están diseñados para facilitar la gestión financiera de personas mayores, brindando seguridad y facilidad en el manejo de sus recursos. 😊👍

📄 **Información adicional disponible:**

• Detalles sobre la Cuenta Pensionados: [https://sites.google.com/davivienda.com/conecta/personas/captaci%C3%B3n/ahorro/cuenta-pensi%C3%B3n](https://sites.google.com/davivienda.com/conecta/personas/captaci%C3%B3n/ahorro/cuenta-pensi%C3%B3n)

• Información sobre tasas y tarifas de la Cuenta de Ahorros Tradicional: [https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/](https://www.davivienda.com/wps/portal/personas/nuevo/personas/tasasytarifas/)

Si tienes alguna inquietud adicional, estoy aquí para ayudarte 😊",NULL,NULL
397,200,"el código de transacción teller elevate 611 ","¿Quieres saber qué es el código de transacción 611 en Teller Elevate, cómo se usa, o tienes alguna duda específica sobre su funcionamiento o aplicación? ¿Podrías darme un poco más de detalle para ayudarte mejor? 😊",NULL,NULL
